date,city,state,weather,road_type,visibility,traffic_density,festival,cause,day_of_week,hour,is_weekend,is_peak_hour,temperature,lanes,traffic_signal,vehicles_involved,casualties,risk_score,latitude,longitude,accident_severity
2024-05-28,Pune,Maharashtra,Clear,Rural,Low,Low,Diwali,Distracted Driving,Tuesday,12,0,0,20,1,1,5,4,20.22,18.41952,73.993677,fatal
2025-10-09,Chennai,Tamil Nadu,Cloudy,Highway,Medium,High,Christmas,Distracted Driving,Thursday,18,0,1,15,6,1,5,3,79.38,12.889566,80.425438,major
2024-12-06,Kolkata,West Bengal,Rainy,Highway,High,Low,Christmas,Distracted Driving,Friday,6,0,0,27,1,0,5,1,39.52,22.533791,88.271082,major
2024-08-13,Delhi,Delhi,Clear,Highway,Low,Low,Christmas,Speeding,Tuesday,11,0,0,9,2,0,1,2,24.83,28.486755,77.365375,minor
2024-06-18,Mumbai,Maharashtra,Clear,Urban,Medium,Medium,Christmas,Distracted Driving,Tuesday,21,0,0,30,6,1,5,1,75.41,19.154517,72.835908,major
2024-12-27,Kolkata,West Bengal,Rainy,Highway,Low,High,None,Poor Road Condition,Friday,10,0,1,28,5,1,3,2,61.75,22.466996,88.380776,minor
2025-06-08,Mumbai,Maharashtra,Rainy,Rural,Medium,Low,Eid,Speeding,Sunday,7,1,0,42,6,0,1,4,66.75,19.000487,73.043781,minor
2024-06-29,Hyderabad,Telangana,Cloudy,Urban,High,High,Christmas,Poor Road Condition,Saturday,22,1,0,8,2,1,2,3,41.34,17.294652,78.583151,minor
2024-05-09,Kolkata,West Bengal,Rainy,Urban,Low,Low,Diwali,Poor Road Condition,Thursday,8,0,1,15,3,1,2,4,74.69,22.725497,88.243042,minor
2025-08-28,Hyderabad,Telangana,Foggy,Rural,Low,Low,Diwali,Distracted Driving,Thursday,5,0,0,22,4,0,3,3,55.52,17.192081,78.379755,major
2025-01-06,Hyderabad,Telangana,Cloudy,Highway,Low,High,None,Poor Road Condition,Monday,20,0,0,11,4,0,3,1,76.9,17.404261,78.626554,major
2025-03-25,Pune,Maharashtra,Cloudy,Highway,Medium,High,Eid,Distracted Driving,Tuesday,5,0,0,17,2,1,5,1,94.79,18.525509,73.982379,minor
2024-11-03,Bengaluru,Karnataka,Foggy,Highway,Low,Medium,Holi,Drunk Driving,Sunday,10,1,1,17,1,0,5,1,96.65,13.056627,77.634218,minor
2025-10-09,Jaipur,Rajasthan,Foggy,Highway,Low,Low,Eid,Speeding,Thursday,20,0,0,38,6,1,1,4,61.9,26.848677,75.71337,minor
2024-05-31,Bengaluru,Karnataka,Rainy,Urban,Medium,Low,Diwali,Drunk Driving,Friday,14,0,0,13,4,1,3,1,40.99,13.064102,77.557257,minor
2025-09-19,Delhi,Delhi,Cloudy,Highway,Low,High,Holi,Poor Road Condition,Friday,21,0,0,14,6,0,2,4,27.37,28.421664,77.233123,major
2024-03-29,Delhi,Delhi,Clear,Urban,Low,Low,None,Distracted Driving,Friday,7,0,0,20,3,1,2,2,39.8,28.521447,77.110188,major
2024-07-01,Delhi,Delhi,Cloudy,Urban,High,Low,Eid,Drunk Driving,Monday,2,0,0,27,4,0,2,3,54.8,28.517259,77.238069,minor
2025-04-28,Mumbai,Maharashtra,Rainy,Rural,High,High,Eid,Drunk Driving,Monday,5,0,0,15,5,0,5,3,20.63,19.231555,72.88917,minor
2025-09-13,Hyderabad,Telangana,Cloudy,Rural,Medium,Low,Eid,Speeding,Saturday,6,1,0,35,5,1,1,3,62.29,17.363341,78.485206,major
2024-09-28,Hyderabad,Telangana,Clear,Highway,Low,Medium,Eid,Distracted Driving,Saturday,23,1,0,18,5,1,3,4,86.99,17.43494,78.584308,major
2025-02-19,Mumbai,Maharashtra,Clear,Urban,High,Low,Holi,Distracted Driving,Wednesday,23,0,0,35,6,0,1,4,84.63,18.920532,72.989454,minor
2025-05-14,Hyderabad,Telangana,Clear,Urban,Medium,Low,Holi,Speeding,Wednesday,7,0,0,14,2,1,2,3,45.08,17.562683,78.480412,minor
2025-05-16,Jaipur,Rajasthan,Cloudy,Urban,Medium,Low,None,Poor Road Condition,Friday,12,0,0,42,4,1,4,2,47.53,27.040999,75.763077,major
2024-07-20,Pune,Maharashtra,Clear,Urban,Medium,High,Holi,Speeding,Saturday,3,1,0,9,2,0,5,0,97.84,18.572626,73.815214,minor
2024-11-09,Kolkata,West Bengal,Cloudy,Rural,High,High,Holi,Drunk Driving,Saturday,6,1,0,20,5,1,5,1,43.66,22.544937,88.30037,minor
2025-12-09,Chennai,Tamil Nadu,Clear,Rural,High,Medium,Holi,Drunk Driving,Tuesday,16,0,0,33,2,1,4,0,34.84,13.153162,80.398541,major
2024-02-29,Pune,Maharashtra,Foggy,Highway,Low,High,Holi,Distracted Driving,Thursday,4,0,0,39,4,0,1,4,68.25,18.392656,74.043032,major
2024-01-10,Bengaluru,Karnataka,Cloudy,Rural,Medium,High,Holi,Drunk Driving,Wednesday,17,0,1,12,4,1,5,0,41.27,12.917866,77.622863,major
2024-12-31,Bengaluru,Karnataka,Foggy,Urban,High,Medium,Christmas,Speeding,Tuesday,6,0,0,14,5,1,2,1,77.9,12.814921,77.591079,major
2024-11-19,Pune,Maharashtra,Foggy,Highway,Medium,Medium,Christmas,Speeding,Tuesday,7,0,0,17,3,0,4,4,47.54,18.715186,73.825967,major
2024-07-21,Kolkata,West Bengal,Clear,Highway,Medium,Medium,Christmas,Over-speeding,Sunday,6,1,0,17,6,0,4,3,24.95,22.691251,88.404123,minor
2024-01-07,Kolkata,West Bengal,Rainy,Urban,High,Medium,None,Poor Road Condition,Sunday,13,1,0,40,3,0,3,2,75.23,22.750341,88.239644,minor
2025-07-06,Chennai,Tamil Nadu,Clear,Rural,Medium,Medium,Diwali,Speeding,Sunday,13,1,0,17,5,0,2,0,96.38,13.093807,80.093761,minor
2025-02-19,Jaipur,Rajasthan,Rainy,Rural,Low,Low,Diwali,Poor Road Condition,Wednesday,15,0,0,8,4,0,3,1,35.52,27.099414,75.637289,minor
2024-01-02,Jaipur,Rajasthan,Cloudy,Rural,High,Low,Holi,Drunk Driving,Tuesday,23,0,0,23,4,1,5,1,73.81,26.734976,75.964495,major
2025-06-14,Chennai,Tamil Nadu,Rainy,Urban,Low,Medium,Eid,Speeding,Saturday,20,1,0,14,4,1,5,2,38.19,13.245844,80.232246,fatal
2025-10-07,Pune,Maharashtra,Foggy,Urban,High,Low,None,Over-speeding,Tuesday,13,0,0,28,3,1,3,3,21.43,18.329674,73.838054,fatal
2025-11-27,Chennai,Tamil Nadu,Cloudy,Highway,High,Medium,None,Drunk Driving,Thursday,15,0,0,12,5,0,1,1,45.15,13.080037,80.284894,major
2024-07-11,Hyderabad,Telangana,Rainy,Rural,Low,Low,Diwali,Speeding,Thursday,14,0,0,19,1,1,4,1,86.7,17.453045,78.599244,minor
2025-06-25,Pune,Maharashtra,Foggy,Urban,Low,Medium,Eid,Distracted Driving,Wednesday,3,0,0,38,1,1,5,4,39.6,18.479383,74.047491,minor
2025-06-17,Pune,Maharashtra,Cloudy,Rural,High,High,None,Over-speeding,Tuesday,22,0,0,25,4,1,4,3,94.21,18.334121,73.982513,major
2025-08-27,Kolkata,West Bengal,Rainy,Urban,Medium,High,None,Over-speeding,Wednesday,3,0,0,31,5,1,5,0,54.73,22.493576,88.167732,major
2024-09-30,Pune,Maharashtra,Clear,Rural,Low,Low,None,Over-speeding,Monday,17,0,1,9,6,0,5,3,75.18,18.524005,73.747154,major
2024-06-13,Chennai,Tamil Nadu,Clear,Urban,Low,High,Eid,Speeding,Thursday,20,0,0,27,4,1,1,1,81.14,12.93582,80.234952,major
2025-12-04,Mumbai,Maharashtra,Rainy,Highway,Medium,Medium,Diwali,Over-speeding,Thursday,7,0,0,30,2,1,2,4,54.16,19.214068,72.751845,major
2024-06-20,Bengaluru,Karnataka,Cloudy,Highway,Low,Medium,None,Distracted Driving,Thursday,2,0,0,29,4,0,3,3,85.83,13.028921,77.631244,major
2024-06-11,Mumbai,Maharashtra,Foggy,Highway,Low,High,Eid,Poor Road Condition,Tuesday,12,0,0,36,1,1,2,1,53.65,19.081568,73.023936,minor
2025-04-20,Jaipur,Rajasthan,Clear,Highway,Medium,High,Eid,Speeding,Sunday,19,1,1,42,1,1,4,3,87.4,26.766593,75.621941,major
2025-11-20,Pune,Maharashtra,Clear,Rural,Low,Medium,Holi,Distracted Driving,Thursday,2,0,0,33,3,0,2,0,51.39,18.496381,73.837676,fatal
2025-09-26,Chennai,Tamil Nadu,Foggy,Urban,Medium,Medium,Diwali,Drunk Driving,Friday,23,0,0,35,5,0,3,2,32.59,13.150997,80.264452,minor
2025-07-29,Mumbai,Maharashtra,Foggy,Highway,Medium,High,Eid,Distracted Driving,Tuesday,10,0,1,10,1,0,5,2,63.64,19.019055,72.795099,major
2024-08-17,Delhi,Delhi,Cloudy,Urban,Low,Medium,None,Speeding,Saturday,11,1,0,30,4,1,1,2,63.04,28.498593,77.080567,minor
2025-01-02,Bengaluru,Karnataka,Cloudy,Highway,Low,High,None,Distracted Driving,Thursday,6,0,0,23,1,1,2,0,69.6,13.081632,77.408589,fatal
2024-02-21,Bengaluru,Karnataka,Clear,Rural,High,Medium,Christmas,Speeding,Wednesday,12,0,0,16,3,1,1,1,81.06,12.857515,77.611966,minor
2025-12-08,Pune,Maharashtra,Foggy,Rural,High,High,None,Over-speeding,Monday,4,0,0,27,2,0,3,0,90.04,18.334974,73.968739,major
2024-04-11,Mumbai,Maharashtra,Clear,Rural,Low,Low,Christmas,Speeding,Thursday,7,0,0,22,4,1,2,2,97.02,19.126839,73.033309,minor
2024-09-17,Pune,Maharashtra,Rainy,Rural,Medium,Medium,Diwali,Poor Road Condition,Tuesday,5,0,0,42,3,0,1,0,20.09,18.370909,73.957455,major
2024-08-13,Mumbai,Maharashtra,Rainy,Urban,High,Medium,Christmas,Speeding,Tuesday,21,0,0,24,2,1,4,1,33.75,19.072518,72.904388,minor
2025-06-09,Kolkata,West Bengal,Foggy,Urban,Low,Low,Diwali,Drunk Driving,Monday,15,0,0,39,5,1,5,4,54.86,22.43622,88.257831,minor
2025-03-12,Jaipur,Rajasthan,Rainy,Rural,Medium,High,Diwali,Over-speeding,Wednesday,9,0,1,17,3,1,1,3,97.85,26.795236,75.986402,minor
2025-05-09,Jaipur,Rajasthan,Foggy,Highway,Medium,Low,None,Speeding,Friday,14,0,0,17,4,0,3,4,78.87,26.736553,75.90954,fatal
2024-06-02,Delhi,Delhi,Cloudy,Urban,Medium,Medium,None,Distracted Driving,Sunday,9,1,1,38,1,0,1,2,58.55,28.739353,77.311293,minor
2024-02-05,Hyderabad,Telangana,Foggy,Rural,Low,High,Holi,Over-speeding,Monday,2,0,0,25,6,1,5,4,37.94,17.398434,78.674678,minor
2024-11-28,Pune,Maharashtra,Rainy,Highway,Medium,Low,Eid,Distracted Driving,Thursday,9,0,1,20,4,1,4,0,74.46,18.549141,73.864681,major
2025-08-11,Pune,Maharashtra,Rainy,Rural,Medium,Low,None,Poor Road Condition,Monday,19,0,1,18,3,0,5,0,21.49,18.426726,73.682061,minor
2025-12-08,Pune,Maharashtra,Foggy,Highway,Medium,High,Holi,Over-speeding,Monday,0,0,0,18,3,0,4,3,77.1,18.328586,74.006771,fatal
2024-09-15,Jaipur,Rajasthan,Cloudy,Urban,Medium,Low,Eid,Poor Road Condition,Sunday,1,1,0,35,4,0,5,0,20.36,26.790672,75.664492,minor
2025-01-11,Pune,Maharashtra,Cloudy,Rural,High,Medium,Eid,Distracted Driving,Saturday,16,1,0,36,4,1,5,1,98.15,18.402267,73.92988,major
2024-05-27,Mumbai,Maharashtra,Cloudy,Rural,Medium,Medium,Holi,Poor Road Condition,Monday,18,0,1,35,3,0,5,4,60.4,19.151016,72.928053,minor
2024-05-07,Jaipur,Rajasthan,Clear,Highway,Low,Medium,Diwali,Drunk Driving,Tuesday,22,0,0,22,3,0,3,2,90.59,26.981646,75.748143,minor
2024-11-28,Bengaluru,Karnataka,Clear,Rural,High,Medium,Christmas,Distracted Driving,Thursday,11,0,0,39,4,0,5,4,97.7,12.954084,77.484514,major
2025-01-07,Delhi,Delhi,Clear,Highway,Low,Low,Diwali,Over-speeding,Tuesday,3,0,0,30,5,0,5,4,46.2,28.543204,77.033449,major
2025-08-03,Delhi,Delhi,Rainy,Highway,Low,Low,None,Poor Road Condition,Sunday,13,1,0,42,6,1,2,1,78.33,28.783099,77.164982,major
2025-09-26,Hyderabad,Telangana,Cloudy,Highway,Medium,Low,None,Speeding,Friday,7,0,0,21,5,0,1,3,27.61,17.423875,78.487008,minor
2024-07-23,Pune,Maharashtra,Clear,Rural,High,Medium,Diwali,Speeding,Tuesday,0,0,0,18,2,1,5,1,32.16,18.720164,73.841356,minor
2025-11-01,Hyderabad,Telangana,Clear,Urban,High,Medium,Holi,Poor Road Condition,Saturday,10,1,1,31,3,1,5,4,55.21,17.222372,78.535681,minor
2025-10-10,Jaipur,Rajasthan,Clear,Highway,High,Low,Christmas,Distracted Driving,Friday,19,0,1,42,4,0,1,4,38.74,26.834874,75.836875,fatal
2024-05-28,Hyderabad,Telangana,Cloudy,Rural,High,Low,Christmas,Speeding,Tuesday,23,0,0,25,2,1,1,4,86.49,17.384136,78.439576,minor
2025-03-10,Mumbai,Maharashtra,Foggy,Highway,High,High,Eid,Over-speeding,Monday,9,0,1,9,5,0,1,4,22.57,18.9456,72.917493,minor
2024-08-19,Mumbai,Maharashtra,Clear,Urban,High,Low,Diwali,Speeding,Monday,19,0,1,32,2,0,1,2,57.31,19.033782,72.758738,minor
2025-09-19,Delhi,Delhi,Cloudy,Urban,Medium,Low,Christmas,Speeding,Friday,3,0,0,28,5,1,2,0,61.54,28.581377,77.406716,major
2024-09-14,Pune,Maharashtra,Rainy,Highway,Low,High,Diwali,Drunk Driving,Saturday,12,1,0,17,6,0,4,1,99.03,18.563442,73.732887,minor
2024-03-17,Jaipur,Rajasthan,Cloudy,Urban,Medium,Low,Christmas,Drunk Driving,Sunday,22,1,0,24,1,0,4,1,32.99,27.022751,75.75457,fatal
2025-05-04,Chennai,Tamil Nadu,Cloudy,Highway,Medium,Medium,Christmas,Distracted Driving,Sunday,20,1,0,18,4,0,3,1,46.61,12.932799,80.403724,minor
2025-04-13,Bengaluru,Karnataka,Cloudy,Urban,Low,Low,Eid,Distracted Driving,Sunday,22,1,0,33,4,0,5,3,99.41,13.122117,77.536582,fatal
2025-10-14,Bengaluru,Karnataka,Foggy,Urban,Medium,High,Diwali,Speeding,Tuesday,20,0,0,36,4,1,2,2,80.12,12.867815,77.586731,minor
2025-06-28,Kolkata,West Bengal,Cloudy,Urban,High,Low,None,Drunk Driving,Saturday,17,1,1,24,5,0,4,0,81.12,22.611406,88.179386,major
2025-10-30,Pune,Maharashtra,Rainy,Highway,Low,High,Eid,Over-speeding,Thursday,3,0,0,40,3,0,2,0,61.57,18.339282,73.965098,fatal
2024-10-26,Jaipur,Rajasthan,Clear,Highway,Low,High,Holi,Distracted Driving,Saturday,12,1,0,41,3,1,5,3,23.03,26.748166,75.91477,minor
2024-09-19,Delhi,Delhi,Rainy,Rural,Low,High,None,Poor Road Condition,Thursday,7,0,0,35,5,1,4,2,85.61,28.533068,77.177586,fatal
2025-10-09,Kolkata,West Bengal,Rainy,Rural,High,Medium,Eid,Over-speeding,Thursday,22,0,0,11,4,0,2,4,96.11,22.651176,88.45904,minor
2025-08-15,Delhi,Delhi,Foggy,Highway,Medium,Medium,Diwali,Distracted Driving,Friday,19,0,1,32,5,0,1,2,91.22,28.726382,77.144782,fatal
2024-02-07,Mumbai,Maharashtra,Foggy,Rural,Low,Low,Eid,Poor Road Condition,Wednesday,22,0,0,27,5,1,1,0,95.8,19.225856,72.797425,major
2024-03-13,Hyderabad,Telangana,Cloudy,Rural,Low,High,None,Drunk Driving,Wednesday,16,0,0,30,1,1,4,4,63.18,17.275881,78.515597,minor
2025-11-01,Hyderabad,Telangana,Clear,Rural,Low,Low,Christmas,Speeding,Saturday,21,1,0,26,5,0,3,0,87.11,17.2527,78.594256,minor
2025-06-26,Bengaluru,Karnataka,Clear,Urban,Low,Medium,Holi,Speeding,Thursday,15,0,0,36,6,1,4,4,28.8,12.984442,77.61476,minor
2024-02-11,Chennai,Tamil Nadu,Cloudy,Urban,Medium,Low,None,Speeding,Sunday,11,1,0,20,1,1,5,4,99.53,13.280972,80.101476,minor
2025-08-10,Chennai,Tamil Nadu,Rainy,Rural,High,Medium,Diwali,Speeding,Sunday,5,1,0,24,2,1,2,1,68.41,13.266824,80.447546,minor
2025-06-19,Bengaluru,Karnataka,Foggy,Highway,Medium,Medium,Diwali,Over-speeding,Thursday,22,0,0,22,5,1,3,1,97.01,12.951301,77.779565,minor
2024-04-19,Kolkata,West Bengal,Cloudy,Highway,Medium,Medium,None,Poor Road Condition,Friday,19,0,1,42,2,1,2,1,85.52,22.453445,88.479296,minor
2025-09-16,Mumbai,Maharashtra,Clear,Highway,High,High,Diwali,Drunk Driving,Tuesday,11,0,0,41,4,1,1,4,55.57,19.187412,72.831846,major
2024-03-01,Kolkata,West Bengal,Clear,Rural,Medium,Low,Diwali,Over-speeding,Friday,19,0,1,28,4,0,1,0,62.99,22.466889,88.41967,minor
2024-04-22,Mumbai,Maharashtra,Foggy,Highway,Low,Low,Diwali,Poor Road Condition,Monday,3,0,0,34,6,0,1,2,26.28,18.963036,72.811719,minor
2025-05-10,Hyderabad,Telangana,Foggy,Highway,Medium,Medium,Eid,Drunk Driving,Saturday,16,1,0,38,2,1,3,4,92.97,17.396558,78.543352,major
2025-01-30,Pune,Maharashtra,Clear,Urban,High,Medium,Diwali,Distracted Driving,Thursday,15,0,0,37,5,1,2,1,26.6,18.623142,73.886306,minor
2025-04-04,Hyderabad,Telangana,Rainy,Highway,Low,High,Diwali,Drunk Driving,Friday,11,0,0,20,4,0,4,2,92.55,17.568965,78.6397,minor
2024-04-10,Pune,Maharashtra,Clear,Urban,High,High,Eid,Poor Road Condition,Wednesday,6,0,0,17,4,0,5,1,62.11,18.628363,74.018441,minor
2025-10-11,Pune,Maharashtra,Rainy,Highway,Medium,High,Diwali,Speeding,Saturday,19,1,1,24,4,1,4,0,82.46,18.576056,73.77867,fatal
2024-09-25,Mumbai,Maharashtra,Cloudy,Urban,Medium,Low,None,Speeding,Wednesday,3,0,0,29,5,1,5,1,25.75,19.095783,72.870824,major
2025-09-02,Mumbai,Maharashtra,Cloudy,Urban,High,Medium,Diwali,Drunk Driving,Tuesday,23,0,0,36,5,1,5,4,44.26,18.977642,72.756252,minor
2025-01-22,Pune,Maharashtra,Clear,Rural,Low,Low,Christmas,Poor Road Condition,Wednesday,5,0,0,39,3,1,3,1,23.54,18.610101,73.992781,major
2024-08-27,Mumbai,Maharashtra,Foggy,Highway,Low,Low,Diwali,Distracted Driving,Tuesday,18,0,1,36,1,1,4,1,20.35,19.01945,73.070601,minor
2024-06-28,Jaipur,Rajasthan,Rainy,Highway,Low,High,Holi,Drunk Driving,Friday,12,0,0,13,3,0,2,2,73.66,26.745725,75.696953,major
2024-04-14,Pune,Maharashtra,Cloudy,Urban,High,Low,Diwali,Drunk Driving,Sunday,6,1,0,15,5,1,1,4,90.09,18.592233,73.816191,major
2025-12-09,Pune,Maharashtra,Rainy,Rural,Medium,High,Christmas,Distracted Driving,Tuesday,15,0,0,28,1,1,5,1,95.1,18.578347,74.027859,major
2025-01-06,Bengaluru,Karnataka,Cloudy,Urban,Low,Medium,None,Drunk Driving,Monday,4,0,0,32,3,1,1,3,37.99,13.111744,77.649471,minor
2025-10-11,Pune,Maharashtra,Clear,Urban,Medium,High,Eid,Over-speeding,Saturday,21,1,0,22,1,1,1,4,83.69,18.548786,73.878917,minor
2025-09-20,Mumbai,Maharashtra,Clear,Rural,High,High,Holi,Poor Road Condition,Saturday,5,1,0,35,2,1,3,1,33.65,19.271674,72.810912,minor
2025-07-14,Pune,Maharashtra,Cloudy,Highway,Low,Low,Holi,Speeding,Monday,16,0,0,17,6,1,3,3,87.88,18.630573,74.024652,fatal
2025-03-10,Mumbai,Maharashtra,Cloudy,Urban,Low,High,Diwali,Drunk Driving,Monday,3,0,0,27,5,0,1,3,41.97,18.962182,72.912632,major
2025-12-07,Mumbai,Maharashtra,Foggy,Urban,Low,Low,Holi,Poor Road Condition,Sunday,9,1,1,38,3,0,3,3,52.05,18.937713,72.847649,major
2025-11-13,Mumbai,Maharashtra,Clear,Rural,High,High,Eid,Speeding,Thursday,14,0,0,20,5,0,1,3,54.24,18.93778,72.991291,fatal
2024-10-11,Bengaluru,Karnataka,Cloudy,Urban,Medium,Medium,Holi,Poor Road Condition,Friday,2,0,0,35,5,0,3,3,25.32,13.15326,77.460567,minor
2025-12-02,Pune,Maharashtra,Cloudy,Highway,Medium,High,Holi,Over-speeding,Tuesday,10,0,1,22,5,0,2,0,31.84,18.662155,73.948122,major
2025-05-25,Jaipur,Rajasthan,Rainy,Urban,Low,High,Christmas,Poor Road Condition,Sunday,15,1,0,9,1,1,2,4,92.79,26.93698,75.634356,major
2025-08-31,Jaipur,Rajasthan,Clear,Highway,High,Low,None,Over-speeding,Sunday,17,1,1,26,5,1,3,1,94.28,26.778687,75.814339,fatal
2024-06-05,Chennai,Tamil Nadu,Rainy,Urban,High,Medium,Diwali,Over-speeding,Wednesday,10,0,1,41,6,0,3,0,92.36,13.264067,80.307747,fatal
2025-04-04,Bengaluru,Karnataka,Rainy,Urban,High,Medium,Eid,Distracted Driving,Friday,15,0,0,30,1,1,4,1,61.13,13.052499,77.465711,major
2025-02-26,Bengaluru,Karnataka,Clear,Rural,Medium,Medium,Holi,Speeding,Wednesday,13,0,0,30,2,1,1,3,55.36,12.95324,77.567653,minor
2024-06-21,Jaipur,Rajasthan,Clear,Highway,Medium,Medium,Eid,Speeding,Friday,22,0,0,24,3,1,5,3,63.5,26.860351,75.726468,major
2024-09-18,Delhi,Delhi,Cloudy,Highway,Medium,Low,Diwali,Distracted Driving,Wednesday,15,0,0,41,5,1,4,0,71.19,28.672071,77.067528,minor
2025-07-28,Jaipur,Rajasthan,Clear,Rural,High,High,None,Speeding,Monday,19,0,1,40,4,0,4,3,72.64,26.773945,75.633562,major
2025-02-09,Hyderabad,Telangana,Cloudy,Rural,High,Low,Holi,Distracted Driving,Sunday,10,1,1,22,3,1,1,2,72.67,17.47369,78.550251,fatal
2024-09-05,Jaipur,Rajasthan,Cloudy,Urban,Medium,Low,Eid,Speeding,Thursday,2,0,0,14,5,0,3,3,97.14,26.936735,75.971072,minor
2024-01-17,Pune,Maharashtra,Cloudy,Highway,High,Medium,Diwali,Speeding,Wednesday,23,0,0,34,3,0,3,3,86.39,18.448105,74.01397,major
2025-01-11,Hyderabad,Telangana,Rainy,Urban,Low,Medium,Eid,Distracted Driving,Saturday,10,1,1,24,6,0,3,2,56.61,17.499639,78.524435,minor
2025-09-24,Mumbai,Maharashtra,Cloudy,Rural,Low,Medium,Diwali,Speeding,Wednesday,1,0,0,37,3,0,5,4,76.39,19.17904,72.955065,minor
2025-12-25,Kolkata,West Bengal,Clear,Rural,Medium,Medium,Holi,Poor Road Condition,Thursday,1,0,0,27,3,1,2,1,72.23,22.697121,88.551322,minor
2024-04-01,Kolkata,West Bengal,Clear,Rural,Medium,Medium,None,Distracted Driving,Monday,10,0,1,31,5,1,2,0,72.81,22.536274,88.273778,major
2024-07-08,Jaipur,Rajasthan,Cloudy,Urban,Medium,Low,Holi,Poor Road Condition,Monday,3,0,0,22,2,1,2,3,75.71,26.862064,75.613768,fatal
2024-04-07,Bengaluru,Karnataka,Foggy,Urban,Medium,High,None,Distracted Driving,Sunday,8,1,1,41,5,1,3,2,31.78,12.986569,77.465957,fatal
2025-01-24,Pune,Maharashtra,Foggy,Highway,High,Medium,None,Speeding,Friday,13,0,0,11,1,1,4,2,56.02,18.544806,73.721649,minor
2025-06-25,Delhi,Delhi,Cloudy,Highway,Medium,Low,Holi,Speeding,Wednesday,3,0,0,34,2,1,5,3,24.0,28.516486,77.118531,fatal
2024-12-24,Pune,Maharashtra,Clear,Urban,High,High,Diwali,Speeding,Tuesday,14,0,0,32,5,1,2,0,44.64,18.714747,73.837606,major
2025-11-06,Mumbai,Maharashtra,Clear,Urban,High,Low,Christmas,Poor Road Condition,Thursday,10,0,1,19,4,1,2,2,55.66,19.13898,72.965902,minor
2025-03-30,Delhi,Delhi,Rainy,Highway,Low,High,Diwali,Drunk Driving,Sunday,17,1,1,41,6,0,3,4,58.33,28.522953,77.135002,minor
2024-03-09,Pune,Maharashtra,Foggy,Urban,Medium,High,Holi,Poor Road Condition,Saturday,14,1,0,24,4,0,3,1,25.08,18.392166,73.986102,minor
2025-01-07,Bengaluru,Karnataka,Clear,Rural,High,High,Christmas,Over-speeding,Tuesday,16,0,0,29,1,1,2,4,26.62,12.929409,77.687064,fatal
2025-11-17,Bengaluru,Karnataka,Cloudy,Urban,Medium,Low,None,Speeding,Monday,14,0,0,12,2,0,3,2,94.67,13.147469,77.419389,major
2025-10-05,Pune,Maharashtra,Clear,Highway,Low,Low,Eid,Speeding,Sunday,7,1,0,42,5,0,3,1,59.65,18.569775,73.88722,major
2024-03-07,Hyderabad,Telangana,Cloudy,Urban,High,High,Diwali,Drunk Driving,Thursday,19,0,1,29,3,0,4,2,75.86,17.5245,78.482145,minor
2025-03-22,Pune,Maharashtra,Cloudy,Rural,Low,Low,Holi,Over-speeding,Saturday,17,1,1,22,6,1,5,0,66.26,18.668878,73.664294,major
2025-01-10,Mumbai,Maharashtra,Cloudy,Rural,High,High,Diwali,Drunk Driving,Friday,22,0,0,13,5,0,2,0,90.98,19.099042,72.908617,minor
2025-03-12,Chennai,Tamil Nadu,Foggy,Urban,High,Low,Eid,Distracted Driving,Wednesday,10,0,1,19,4,1,2,3,88.77,13.063913,80.410631,minor
2025-04-11,Hyderabad,Telangana,Rainy,Urban,Low,Low,Holi,Poor Road Condition,Friday,22,0,0,38,2,1,2,0,57.28,17.393113,78.353652,major
2025-11-20,Chennai,Tamil Nadu,Clear,Urban,Medium,High,Eid,Poor Road Condition,Thursday,23,0,0,27,4,1,5,1,87.52,13.014707,80.258626,minor
2024-02-20,Jaipur,Rajasthan,Foggy,Rural,High,High,Holi,Drunk Driving,Tuesday,9,0,1,17,6,0,5,0,38.34,27.009087,75.601257,major
2024-06-08,Delhi,Delhi,Rainy,Urban,High,Low,Diwali,Poor Road Condition,Saturday,10,1,1,26,4,0,2,2,44.14,28.801776,77.202209,minor
2025-10-05,Pune,Maharashtra,Cloudy,Rural,Medium,Medium,Diwali,Drunk Driving,Sunday,5,1,0,8,3,0,5,2,38.96,18.3243,74.014473,major
2025-10-30,Chennai,Tamil Nadu,Rainy,Urban,Medium,Medium,Diwali,Over-speeding,Thursday,9,0,1,18,1,0,5,2,64.85,13.266097,80.433367,minor
2024-09-09,Chennai,Tamil Nadu,Foggy,Urban,High,Medium,Christmas,Over-speeding,Monday,3,0,0,35,6,0,3,4,44.03,13.019723,80.428244,major
2025-07-05,Chennai,Tamil Nadu,Foggy,Highway,High,Medium,Christmas,Drunk Driving,Saturday,20,1,0,37,6,1,4,3,59.47,12.892426,80.139857,minor
2024-10-15,Kolkata,West Bengal,Clear,Highway,Medium,Low,Holi,Speeding,Tuesday,1,0,0,28,6,1,5,4,20.38,22.462093,88.354739,minor
2025-05-18,Mumbai,Maharashtra,Cloudy,Rural,Medium,Medium,None,Drunk Driving,Sunday,17,1,1,11,3,1,5,1,64.54,19.243597,73.054186,fatal
2025-05-01,Delhi,Delhi,Foggy,Highway,Low,High,Eid,Distracted Driving,Thursday,8,0,1,31,3,1,2,1,75.18,28.510139,77.235706,minor
